fieldNumber,fieldSpeciesName,infraSpecificRank,infraSpecificName,otherSpeciesName,altitude,sourceOfCoordinates,coordinatePrecision,coordinateUncertainty,dateCreated,sourceFile,generalNotes,hybridStatus,hybridStatusNotes,archived,nswNumber,sampleDate,bundleNumber,boxNumber,livingCollectionId,populationGeneticsId,collectionNotes,tissueSampleColumn,tissueSampleType,hmNumber,herbariumId,herbariumSpecimenIrn,herbariumSpecimenCollector,herbariumCollectionDate,dateToDart,dartServiceNumber,dartOptimization,dartSequencing,duplicateSampleSent,dartNotes,dateToMtAnnan,destructiveSamplingDate,destructiveSamplingBy,destructiveSamplingSiteName,populationInfoId,phenologyId,eventId,idCurrent,acceptedName,genus,species,provisionalAcceptedStatus,taxonType,locality,nationalPark,natureReserve,peoplePresent,stateConservationArea,stateForest,otherTenure,eventKey,plants10m,adultsPresent,juvenilesPresent,speciesIdConfidence,speciesIdNotes,nativeStatus,populationNotes,reproductiveState,flowers,fruit,dartOrderCount,dartOrderServiceNumbers,projectsString,id,type,date,decimalLongitude,decimalLatitude,geodeticDatum
,Planchonella australis,,,,793.69,GPS,8.0,,2023-03-14 07:35:22.808221+00:00,species_export_13-03-2023 09-53-42.csv,,,,False,NSW1176365,2023-03-07T13:00:00+00:00,,,,,Approximately 3m tall,,Tissue,,,,,,,,,,,,,,,,popnInfo-776afa73,phenology-033942c7,5617a475-e4ef-481f-adc8-bcc46c403a40,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Leagues Scrub,,,Richard,,,,5617a475-e4ef-481f-adc8-bcc46c403a40,Less than 5,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,152.5958505,-30.5924694,WGS84
,Planchonella australis,,,,43.01,GPS,6.0,,2023-03-14 07:35:22.808221+00:00,species_export_13-03-2023 09-53-42.csv,,,,False,NSW1158715,2023-03-08T13:00:00+00:00,,,,,Cluster of 3 main stems. Approximately 3m tall. https://www.inaturalist.org/observations/150606356,,Tissue,,,,,,,,,,,,,,,,popnInfo-9f9d0740,phenology-e6d12aa1,ba373073-19eb-46dd-85e7-14c7441902b1,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Maclean Rainforest Reserve,,,Richard,,,,ba373073-19eb-46dd-85e7-14c7441902b1,Less than 5,,,Confident,,,,,,,0,,RandR,,,,153.2019138,-29.4678636,WGS84
Pq_7,Planchonella queenslandica,,,,,GPS,,,2022-08-12 06:35:01.487621+00:00,species_2022-08-05_Neim+pont.csv,,,,False,NSW1070481,2013-08-04T14:00:00+00:00,,,,,Box Project Dispersal; CollectorsID: Pq_7,,Tissue,,,,,,,,,,,,,,,,popnInfo-206259e8,phenology-16a6f963,945751be-795f-4d19-a05f-3d3cbdf79981,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Bulburin NP (CQ),Bulburin National Park,,Rob Kooyman,,,,945751be-795f-4d19-a05f-3d3cbdf79981,,,,,,,,,,,0,,Dispersal,,,,151.5369333,-24.61385,WGS84
p148h,Planchonella australis,,,,,GPS,,,2022-08-23 03:47:19.719227+00:00,species_RF.txt,,,,False,NSW839518,2012-01-30T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box RF Sites Nightcap A; CollectionID: p148h; Collection Date and GPS Estimated,,Tissue,,,,,,,,,,,,,,,,popnInfo-dc9b153b,phenology-70e5d91e,a6c5d386-334a-487f-ad09-cf94a759njsk13,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Nightcap1; Big Scrub,,,Maurizio Rossetto,,,,a6c5d386-334a-487f-ad09-cf94a759njsk13,,,,,,,,,,,0,,Rainforest bioplatforms,,,,153.3285833,-28.63796667,WGS84
p25h10,Planchonella australis,,,,,GPS,,,2022-08-23 03:47:19.719227+00:00,species_RF.txt,,,,False,NSW839587,2012-01-30T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box RF Sites Nightcap A; CollectionID: p25h10; Collection Date and GPS Estimated,,Tissue,,,,,,,,,,,,,,,,popnInfo-dc9b153b,phenology-0713e071,a6c5d386-334a-487f-ad09-cf94a759njsk13,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Nightcap1; Big Scrub,,,Maurizio Rossetto,,,,a6c5d386-334a-487f-ad09-cf94a759njsk13,,,,,,,,,,,0,,Rainforest bioplatforms,,,,153.3285833,-28.63796667,WGS84
p165c,Planchonella australis,,,,,GPS,,,2022-08-23 03:47:19.719227+00:00,species_RF.txt,,,,False,NSW839605,2012-01-30T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box RF Sites Nightcap A; CollectionID: p165c; Collection Date and GPS Estimated,,Tissue,,,,,,,,,,,,,,,,popnInfo-dc9b153b,phenology-aaa27213,a6c5d386-334a-487f-ad09-cf94a759njsk13,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Nightcap1; Big Scrub,,,Maurizio Rossetto,,,,a6c5d386-334a-487f-ad09-cf94a759njsk13,,,,,,,,,,,0,,Rainforest bioplatforms,,,,153.3285833,-28.63796667,WGS84
p19b11,Planchonella australis,,,,,GPS,,,2022-08-23 03:49:45.120744+00:00,species_RF.txt,,,,False,NSW839977,2012-01-30T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box RF Sites Nightcap B; CollectionID: p19b11; Collection Date and GPS Estimated,,Tissue,,,,,,,,,,,,,,,,popnInfo-dc9b153b,phenology-f6e4fc5e,a6c5d386-334a-487f-ad09-cf94a759njsk14,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Nightcap2; Arctic beech picnic area,,,Maurizio Rossetto,,,,a6c5d386-334a-487f-ad09-cf94a759njsk14,,,,,,,,,,,0,,Rainforest bioplatforms,,,,153.096,-28.373,WGS84
p5e9,Planchonella australis,,,,,GPS,,,2022-08-23 03:49:45.120744+00:00,species_RF.txt,,,,False,NSW839974,2012-01-30T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box RF Sites Nightcap B; CollectionID: p5e9; Collection Date and GPS Estimated,,Tissue,,,,,,,,,,,,,,,,popnInfo-dc9b153b,phenology-c7c8b741,a6c5d386-334a-487f-ad09-cf94a759njsk14,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Nightcap2; Arctic beech picnic area,,,Maurizio Rossetto,,,,a6c5d386-334a-487f-ad09-cf94a759njsk14,,,,,,,,,,,0,,Rainforest bioplatforms,,,,153.096,-28.373,WGS84
p19h11,Planchonella australis,,,,,GPS,,,2022-08-23 03:49:45.120744+00:00,species_RF.txt,,,,False,NSW839991,2012-01-30T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box RF Sites Nightcap B; CollectionID: p19h11; Collection Date and GPS Estimated,,Tissue,,,,,,,,,,,,,,,,popnInfo-dc9b153b,phenology-9dd60c7a,a6c5d386-334a-487f-ad09-cf94a759njsk14,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Nightcap2; Arctic beech picnic area,,,Maurizio Rossetto,,,,a6c5d386-334a-487f-ad09-cf94a759njsk14,,,,,,,,,,,0,,Rainforest bioplatforms,,,,153.096,-28.373,WGS84
P23 E3,Planchonella australis,,,,,GPS,,,2022-08-23 03:49:45.120744+00:00,species_RF.txt,,,,False,NSW840177,2012-01-30T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box RF Sites Nightcap C; CollectionID: P23 E3; Collection Date and GPS Estimated,,Tissue,,,,,,,,,,,,,,,,popnInfo-dc9b153b,phenology-77404aa8,a6c5d386-334a-487f-ad09-cf94a759njsk15,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Nightcap3; Mt Nardi,,,Maurizio Rossetto,,,,a6c5d386-334a-487f-ad09-cf94a759njsk15,,,,,,,,,,,0,,Rainforest bioplatforms,,,,153.2886667,-28.54416667,WGS84
P23 H3,Planchonella australis,,,,,GPS,,,2022-08-23 03:49:45.120744+00:00,species_RF.txt,,,,False,NSW840179,2012-01-30T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box RF Sites Nightcap C; CollectionID: P23 H3; Collection Date and GPS Estimated,,Tissue,,,,,,,,,,,,,,,,popnInfo-dc9b153b,phenology-2e2de639,a6c5d386-334a-487f-ad09-cf94a759njsk15,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Nightcap3; Mt Nardi,,,Maurizio Rossetto,,,,a6c5d386-334a-487f-ad09-cf94a759njsk15,,,,,,,,,,,0,,Rainforest bioplatforms,,,,153.2886667,-28.54416667,WGS84
P23 B5,Planchonella australis,,,,,GPS,,,2022-08-23 03:49:45.120744+00:00,species_RF.txt,,,,False,NSW840189,2012-01-30T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box RF Sites Nightcap C; CollectionID: P23 B5; Collection Date and GPS Estimated,,Tissue,,,,,,,,,,,,,,,,popnInfo-dc9b153b,phenology-47b9e93e,a6c5d386-334a-487f-ad09-cf94a759njsk15,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Nightcap3; Mt Nardi,,,Maurizio Rossetto,,,,a6c5d386-334a-487f-ad09-cf94a759njsk15,,,,,,,,,,,0,,Rainforest bioplatforms,,,,153.2886667,-28.54416667,WGS84
,Planchonella australis,,,,549.17,GPS,4.0,,2023-04-05 07:06:36.434778+00:00,species_export_03-04-2023 10-02-54.csv,,,,False,NSW1187025,2023-04-01T13:00:00+00:00,,,,,2m tall,,Tissue,,,,,,,,,,,,,,,,popnInfo-7ef80947,phenology-dd3e3aa5,8e74b5f0-8935-423a-b512-2d39a7dc2050,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Saddleback Mountain Lookout,,,"Richard Dimon, Samantha Yap",,,,8e74b5f0-8935-423a-b512-2d39a7dc2050,Only one,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,150.7937393,-34.6978578,WGS84
,Planchonella australis,,,,548.06,GPS,8.04,,2023-04-05 07:06:36.434778+00:00,species_export_03-04-2023 10-02-54.csv,,,,False,NSW1187021,2023-04-01T13:00:00+00:00,,,,,Approximately 5m tall on windswept rolidgetop,,Tissue,,,,,,,,,,,,,,,,popnInfo-7ef80947,phenology-b167368f,8e74b5f0-8935-423a-b512-2d39a7dc2050,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Saddleback Mountain Lookout,,,"Richard Dimon, Samantha Yap",,,,8e74b5f0-8935-423a-b512-2d39a7dc2050,Only one,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,150.7935056,-34.6977943,WGS84
,Planchonella australis,,,,541.28,GPS,6.28,,2023-04-05 07:06:36.434778+00:00,species_export_03-04-2023 10-02-54.csv,,,,False,NSW1187023,2023-04-01T13:00:00+00:00,,,,,Approximately 12m+ tall suckering from base.,,Tissue,,,,,,,,,,,,,,,,popnInfo-7ef80947,phenology-b8c08c35,8e74b5f0-8935-423a-b512-2d39a7dc2050,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Saddleback Mountain Lookout,,,"Richard Dimon, Samantha Yap",,,,8e74b5f0-8935-423a-b512-2d39a7dc2050,Only one,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,150.792401,-34.697457,WGS84
,Planchonella australis,,,,540.85,GPS,7.61,,2023-04-05 07:06:36.434778+00:00,species_export_03-04-2023 10-02-54.csv,,,,False,NSW1187024,2023-04-01T13:00:00+00:00,,,,,Approximately 8m tall suckering from base.,,Tissue,,,,,,,,,,,,,,,,popnInfo-7ef80947,phenology-0640f7e0,8e74b5f0-8935-423a-b512-2d39a7dc2050,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Saddleback Mountain Lookout,,,"Richard Dimon, Samantha Yap",,,,8e74b5f0-8935-423a-b512-2d39a7dc2050,Only one,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,150.7922488,-34.6975335,WGS84
,Planchonella australis,,,,549.01,GPS,6.48,,2023-04-05 07:06:36.434778+00:00,species_export_03-04-2023 10-02-54.csv,,,,False,NSW1187020,2023-04-01T13:00:00+00:00,,,,,Approximately 4m tall,,Tissue,,,,,,,,,,,,,,,,popnInfo-7ef80947,phenology-6567b7e8,8e74b5f0-8935-423a-b512-2d39a7dc2050,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Saddleback Mountain Lookout,,,"Richard Dimon, Samantha Yap",,,,8e74b5f0-8935-423a-b512-2d39a7dc2050,Only one,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,150.7911624,-34.6974761,WGS84
,Planchonella australis,,,,545.04,GPS,7.8,,2023-04-05 07:06:36.434778+00:00,species_export_03-04-2023 10-02-54.csv,,,,False,NSW1187022,2023-04-01T13:00:00+00:00,,,,,Approximately 10m+ tall suckering from base.,,Tissue,,,,,,,,,,,,,,,,popnInfo-7ef80947,phenology-97bfd1e6,8e74b5f0-8935-423a-b512-2d39a7dc2050,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Saddleback Mountain Lookout,,,"Richard Dimon, Samantha Yap",,,,8e74b5f0-8935-423a-b512-2d39a7dc2050,Only one,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,150.790918,-34.6971312,WGS84
,Planchonella australis,,,,43.63,GPS,7.33,,2023-04-12 00:34:15.739782+00:00,species_export_12-04-2023 10-24-25.csv,,,,False,NSW1187054,2023-04-09T14:00:00+00:00,,,,,2m tall,,Tissue,,,,,,,,,,,,,,,,popnInfo-62c76ed1,phenology-d1f1400b,a786f1ed-29b1-43c0-91fb-099eb93f9c66,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Wingham Brush NR,,,"Richard Dimon, Samantha Yap",,,,a786f1ed-29b1-43c0-91fb-099eb93f9c66,Less than 5,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,152.3789728,-31.8709425,WGS84
,Planchonella australis,,,,41.09,GPS,4.84,,2023-04-12 00:34:15.739782+00:00,species_export_12-04-2023 10-24-25.csv,,,,False,NSW1187059,2023-04-09T14:00:00+00:00,,,,,1.8m tall.,,Tissue,,,,,,,,,,,,,,,,popnInfo-62c76ed1,phenology-ed10585c,a786f1ed-29b1-43c0-91fb-099eb93f9c66,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Wingham Brush NR,,,"Richard Dimon, Samantha Yap",,,,a786f1ed-29b1-43c0-91fb-099eb93f9c66,Less than 5,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,152.3795399,-31.8707268,WGS84
,Planchonella australis,,,,44.15,GPS,5.01,,2023-04-12 00:34:15.739782+00:00,species_export_12-04-2023 10-24-25.csv,,,,False,NSW1187041,2023-04-09T14:00:00+00:00,,,,,2m tall. Inat record taken: https://www.inaturalist.org/observations/154235756,,Tissue,,,,,,,,,,,,,,,,popnInfo-62c76ed1,phenology-6cbfd9bb,a786f1ed-29b1-43c0-91fb-099eb93f9c66,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Wingham Brush NR,,,"Richard Dimon, Samantha Yap",,,,a786f1ed-29b1-43c0-91fb-099eb93f9c66,Less than 5,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,152.3807521,-31.8704693,WGS84
,Planchonella australis,,,,44.48,GPS,5.75,,2023-04-12 00:34:15.739782+00:00,species_export_12-04-2023 10-24-25.csv,,,,False,NSW1187051,2023-04-09T14:00:00+00:00,,,,,1m tall sapling.,,Tissue,,,,,,,,,,,,,,,,popnInfo-62c76ed1,phenology-297788b2,a786f1ed-29b1-43c0-91fb-099eb93f9c66,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Wingham Brush NR,,,"Richard Dimon, Samantha Yap",,,,a786f1ed-29b1-43c0-91fb-099eb93f9c66,Less than 5,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,152.3786276,-31.8707998,WGS84
,Planchonella australis,,,,43.7,GPS,8.0,,2023-04-12 00:34:15.739782+00:00,species_export_12-04-2023 10-24-25.csv,,,,False,NSW1187055,2023-04-09T14:00:00+00:00,,,,,1.8m tall,,Tissue,,,,,,,,,,,,,,,,popnInfo-62c76ed1,phenology-ddf00a6a,a786f1ed-29b1-43c0-91fb-099eb93f9c66,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Wingham Brush NR,,,"Richard Dimon, Samantha Yap",,,,a786f1ed-29b1-43c0-91fb-099eb93f9c66,Less than 5,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,152.3785461,-31.8709152,WGS84
,Planchonella australis,,,,46.84,GPS,6.95,,2023-04-12 00:34:15.739782+00:00,species_export_12-04-2023 10-24-25.csv,,,,False,NSW1187065,2023-04-09T14:00:00+00:00,,,,,2m tall,,Tissue,,,,,,,,,,,,,,,,popnInfo-62c76ed1,phenology-a1067f72,a786f1ed-29b1-43c0-91fb-099eb93f9c66,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Wingham Brush NR,,,"Richard Dimon, Samantha Yap",,,,a786f1ed-29b1-43c0-91fb-099eb93f9c66,Less than 5,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,152.3780776,-31.8708903,WGS84
,Planchonella australis,,,,744.46,GPS,8.0,,2023-06-13 01:24:01.408194+00:00,species_export_13-06-2023 11-16-30.csv,,,,False,NISW1176335,2023-03-07T13:00:00+00:00,,,,,1.5m tall,,Tissue,,,,,,,,,,,,,,,,popnInfo-776afa73,phenology-2aa98689,5617a475-e4ef-481f-adc8-bcc46c403a40,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Leagues Scrub,,,Richard,,,,5617a475-e4ef-481f-adc8-bcc46c403a40,Less than 5,Yes,Yes,Confident,,Native - wild,,Sterile,,,0,,RandR,,,,152.5989213,-30.5942296,WGS84
,Planchonella australis,,,,126.0,GPS,18.0,,2021-03-18 01:00:34.285043+00:00,species_2021-02-20 083023.457694_RK.txt,,,,False,NSW1045783,2021-02-17T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-62794781,phenology-LeAoZv4n,f4789a50-70b8-11eb-dd6e-b79bcf30b9cb,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Great Sandy NP Freshwater Road,,,Rob Kooyman,,,Cooloola Great Sandy NP,f4789a50-70b8-11eb-dd6e-b79bcf30b9cb,Less than 5,Yes,Yes,,,,,,Not present,Seed mature,1,DPout21-6641,RandR,,,,153.1093202,-25.9559556,WGS84
,Planchonella australis,,,,809.0,GPS,40.0,,2021-03-18 01:03:33.184000+00:00,species_2020-11-26 164138.475706.txt,,,,False,NSW1072553,2020-11-24T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-45710001,phenology-LeAoZv4n,d30fbf20-2e09-11eb-c15b-3fc5f213b7f9,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tooloom NP,,,Rob Kooyman,,,Tooloom NP,d30fbf20-2e09-11eb-c15b-3fc5f213b7f9,Less than 5,Yes,Yes,,,,,,Not present,Seed mature,1,DPout22-7748,RandR,,,,152.3923715,-28.4768627,WGS84
,Planchonella australis,,,,740.0,GPS,2500.0,,2021-03-18 01:03:33.184000+00:00,species_2020-11-26 164138.475706.txt,,,,False,NSW1072665,2020-11-24T00:00:00+00:00,,,,,GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-07ca8021,phenology-LeAoZv4n,d30fbf20-2e09-11eb-c15b-3fc5f213b7f9,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tooloom NP,,,Rob Kooyman,,,Tooloom NP,d30fbf20-2e09-11eb-c15b-3fc5f213b7f9,Less than 5,Yes,Yes,,,,,,Not present,Seed mature,1,DPout22-7748,RandR,,,,152.392,-28.451,WGS84
,Planchonella australis,,,,740.0,GPS,3099.0,,2021-03-18 01:03:33.184000+00:00,species_2020-11-26 164138.475706.txt,,,,False,NSW1072676,2020-11-24T00:00:00+00:00,,,,,GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-ad991841,phenology-LeAoZv4n,d30fbf20-2e09-11eb-c15b-3fc5f213b7f9,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tooloom NP,,,Rob Kooyman,,,Tooloom NP,d30fbf20-2e09-11eb-c15b-3fc5f213b7f9,Less than 5,Yes,Yes,,,,,,Not present,Seed mature,1,DPout22-7748,RandR,,,,152.392,-28.477,WGS84
,Planchonella australis,,,,740.0,GPS,4099.0,,2021-03-18 01:03:33.184000+00:00,species_2020-11-26 164138.475706.txt,,,,False,NSW1072647,2020-11-24T00:00:00+00:00,,,,,GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-aebecc31,phenology-LeAoZv4n,d30fbf20-2e09-11eb-c15b-3fc5f213b7f9,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tooloom NP,,,Rob Kooyman,,,Tooloom NP,d30fbf20-2e09-11eb-c15b-3fc5f213b7f9,Less than 5,Yes,Yes,,,,,,Not present,Seed mature,1,DPout22-7748,RandR,,,,152.392,-28.477,WGS84
,Planchonella australis,,,,740.0,GPS,4099.0,,2021-03-18 01:03:33.184000+00:00,species_2020-11-26 164138.475706.txt,,,,False,NSW1072398,2020-11-24T00:00:00+00:00,,,,,GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-81c13321,phenology-LeAoZv4n,d30fbf20-2e09-11eb-c15b-3fc5f213b7f9,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tooloom NP,,,Rob Kooyman,,,Tooloom NP,d30fbf20-2e09-11eb-c15b-3fc5f213b7f9,Less than 5,Yes,Yes,,,,,,Not present,Seed mature,1,DPout22-7748,RandR,,,,152.392,-28.477,WGS84
,Planchonella australis,,,,843.0,GPS,21.0,,2021-03-18 01:03:33.184000+00:00,species_2020-11-26 164138.475706.txt,,,,False,NSW1072648,2020-11-24T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-c89f9c71,phenology-LeAoZv4n,d30fbf20-2e09-11eb-c15b-3fc5f213b7f9,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tooloom NP,,,Rob Kooyman,,,Tooloom NP,d30fbf20-2e09-11eb-c15b-3fc5f213b7f9,Less than 5,Yes,Yes,,,,,,Not present,Seed mature,0,,RandR,,,,152.392671,-28.4771487,WGS84
,Planchonella australis,,,,,GPS,3167.0,,2021-10-19 06:09:11.836109+00:00,species_2021-08-21 164937.466427.txt,,,,False,NSW1088563,2021-08-21T00:00:00+00:00,,,,,Small Tree. GPS generalised,,Tissue,,,,,,,,,,,,,,,,popnInfo-OgvgmBbk,phenology-dd4b3350,6978ee90-0213-11ec-8621-fb189331eca0,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tungun Road to Gibbergunyah Range ,Nightcap National Park,,Rob Kooyman,,,,6978ee90-0213-11ec-8621-fb189331eca0,Less than 5,Yes,Yes,,,,,,Not present,Immature,1,DPout21-6641,RandR,,,,153.343,-28.568,WGS84
,Planchonella australis,,,,,GPS,3167.0,,2021-10-19 06:09:11.836109+00:00,species_2021-08-21 164937.466427.txt,,,,False,NSW1088573,2021-08-21T00:00:00+00:00,,,,,Tree. GPS generalised,,Tissue,,,,,,,,,,,,,,,,popnInfo-OgvgmBbk,phenology-4ad88cb1,6978ee90-0213-11ec-8621-fb189331eca0,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tungun Road to Gibbergunyah Range ,Nightcap National Park,,Rob Kooyman,,,,6978ee90-0213-11ec-8621-fb189331eca0,Less than 5,Yes,Yes,,,,,,Not present,Immature,1,DPout21-6641,RandR,,,,153.343,-28.568,WGS84
,Planchonella australis,,,,,GPS,3577.0,,2021-10-19 06:09:11.836109+00:00,species_2021-08-21 164937.466427.txt,,,,False,NSW1088568,2021-08-21T00:00:00+00:00,,,,,Sapling. GPS generalised,,Tissue,,,,,,,,,,,,,,,,popnInfo-OgvgmBbk,phenology-d6a97a91,6978ee90-0213-11ec-8621-fb189331eca0,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tungun Road to Gibbergunyah Range ,Nightcap National Park,,Rob Kooyman,,,,6978ee90-0213-11ec-8621-fb189331eca0,Less than 5,Yes,Yes,,,,,,Not present,Immature,1,DPout21-6641,RandR,,,,153.343,-28.568,WGS84
,Planchonella australis,,,,,GPS,2767.0,,2021-10-19 06:09:11.836109+00:00,species_2021-08-21 164937.466427.txt,,,,False,NSW1088553,2021-08-21T00:00:00+00:00,,,,,Sapling. GPS generalised,,Tissue,,,,,,,,,,,,,,,,popnInfo-OgvgmBbk,phenology-5cb59471,6978ee90-0213-11ec-8621-fb189331eca0,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tungun Road to Gibbergunyah Range ,Nightcap National Park,,Rob Kooyman,,,,6978ee90-0213-11ec-8621-fb189331eca0,Less than 5,Yes,Yes,,,,,,Not present,Immature,1,DPout21-6641,RandR,,,,153.343,-28.568,WGS84
,Planchonella australis,,,,,GPS,3799.0,,2021-10-19 06:09:11.836109+00:00,species_2021-08-21 164937.466427.txt,,,,False,NSW1088558,2021-08-21T00:00:00+00:00,,,,,Tree. GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-OgvgmBbk,phenology-a4e89041,6978ee90-0213-11ec-8621-fb189331eca0,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tungun Road to Gibbergunyah Range ,Nightcap National Park,,Rob Kooyman,,,,6978ee90-0213-11ec-8621-fb189331eca0,Less than 5,Yes,Yes,,,,,,Not present,Immature,1,DPout21-6641,RandR,,,,153.343,-28.568,WGS84
,Planchonella australis,,,,,GPS,3312.0,,2021-10-19 06:09:11.836109+00:00,species_2021-08-21 164937.466427.txt,,,,False,NSW1088543,2021-08-21T00:00:00+00:00,,,,,Tree. GPS generalised,,Tissue,,,,,,,,,,,,,,,,popnInfo-OgvgmBbk,phenology-4bbcd891,6978ee90-0213-11ec-8621-fb189331eca0,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tungun Road to Gibbergunyah Range ,Nightcap National Park,,Rob Kooyman,,,,6978ee90-0213-11ec-8621-fb189331eca0,Less than 5,Yes,Yes,,,,,,Not present,Immature,1,DPout21-6641,RandR,,,,153.343,-28.568,WGS84
,Planchonella australis,,,,,GPS,3312.0,,2021-10-19 06:09:11.836109+00:00,species_2021-08-21 164937.466427.txt,,,,False,NSW1088548,2021-08-21T00:00:00+00:00,,,,,Tree. GPS generaliased.,,Tissue,,,,,,,,,,,,,,,,popnInfo-OgvgmBbk,phenology-dc2852a1,6978ee90-0213-11ec-8621-fb189331eca0,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tungun Road to Gibbergunyah Range ,Nightcap National Park,,Rob Kooyman,,,,6978ee90-0213-11ec-8621-fb189331eca0,Less than 5,Yes,Yes,,,,,,Not present,Immature,1,DPout21-6641,RandR,,,,153.343,-28.568,WGS84
,Planchonella australis,,,,,GPS,3799.0,,2021-10-19 06:09:11.836109+00:00,species_2021-08-21 164937.466427.txt,,,,False,NSW1088578,2021-08-21T00:00:00+00:00,,,,,Tree. GPS Generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-OgvgmBbk,phenology-274110a1,6978ee90-0213-11ec-8621-fb189331eca0,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Tungun Road to Gibbergunyah Range ,Nightcap National Park,,Rob Kooyman,,,,6978ee90-0213-11ec-8621-fb189331eca0,Less than 5,Yes,Yes,,,,,,Not present,Immature,1,DPout21-6641,RandR,,,,153.343,-28.568,WGS84
